content,time
"各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。
愿世间所有善良都能被温柔以待，
望世间所有等待皆能够如期而至。）各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。
愿世间所有善良都能被温柔以待，
望世间所有等待皆能够如期而至。）
（复制粘贴）",2020-03-31 21:06:26
"豫章书院已经掉到了第七名，这个评论就当作大家的讨论楼吧。
因为曝光豫章书院，我朋友被逼到自杀av73372900
当事人告诉你豫章书院完整始末av73836578

距离全国两会也不远了，大家有空来写一封信吧，让国家重视这类事件。多一封留言，国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm
(速转！)",2019-11-09 15:08:07
实际上群众的网络记忆只有七天，在七天时间中人们会喊杀喊打，但是随着各类app对视屏进行限制，这种事情也是会逐渐淡出群众的视野，究其原因，要不是各大app上面打了招呼不允许，要么就是不想惹火上身，或许一年后再问人们豫章书院，或许人们也只会想起，一年前这事好像闹的很大。好像还出人命了，而在这之后或许人们都不会想起曾有人对这件事所作出的付出，我在很多视屏app上也看过大部分豫章书院的内容都已经给删除，也就只有几个还残留部分内容，不得不说，小破站不管出于什么角度，都是让事件真实的呈现在我们面前，我相信小破站肯定也收到过类似打招呼的事，但是却还能把视屏留下来真的不容易，最后让我感谢为这件事情付出的诸位，也希望逝者安息，我只是一个什么都做不了的普通人，我只能用这短短话向你们说一声谢谢，也向小破站说一声谢谢。[小电视_笑],2019-11-09 14:47:46
从首页刷到了合集！加油各位！,2019-11-08 12:16:45
其实有这种学校，更多的错是家长，他们封建观念根本没改，自己没管教好，就把责任全赖孩子身上，比如日常玩手机或电脑玩得飞起居然叫孩子去看书，还远离手机？！这可能吗？！孩子本来就是父母的一面镜子，孩子遭到校园欺凌时，还说什么一个巴掌拍不响，靠！不会教就别养啊，凭什么父母从来不承认自己的错误，就这管教还嫌弃，挑剔孩子，更是把孩子辱骂的一无是处，这么不公平，我们孩子为什么要听父母的话？！,2019-11-07 22:19:47
改变这种人的思想太难了,2019-11-07 23:22:52
"我有一个想法，大家也看到了关于豫章修身书院的热度一直被各大平台往下压。
但是，我们可不可以主动的打破隔阂。[微笑]
   要知道，许多人因为工作或者没有精力的原因所以对温柔揭发的黑色产业链并不感兴趣。
所以我们要主动出击，把复杂的事情变得更加清楚直白，甚至娱乐化。
有没有有才能的朋友，我们一起抄起热度。
① 有绘画天赋的同学可以做一副豫章书院修身形象的图画。更加直白抽象的图画更有利于传播。
概念，豫章修身书院的暴行。
男人掌掴孩子，孩子跌倒在地。父亲十分生气。
然后，图片空白豫章修身学院，替家长教育孩子。
联想一下，我们揭开伤口，以更加伤痛的形式娱乐大众，只要决定有趣或者反思，我们的目的就达到了。
②绘画Q萌的头像或者表情包。就以豫章修身学院的种种故事为模板。
妈妈在爱我一次。女孩在空旷的小黑屋的狭小窗口看到母亲的脸庞。眼睛红肿流泪，最好空白有豫章修身学院的名义。
有绘画才能的同学们，真的可以拿豫章修身学院的事情为题材，我们扩大影响力，不管是惊悚还是温情亦或者悬念为题材的头像，表情包，四格动漫。
③豫章修身学院一定会花钱请水军或者撤热搜，压住事情的进一步扩散。
那好，我们自发的为豫章修身学院当水军。这年头反串黑谁不会，我有一个自爆流的念头，与其让对手出阴招，不如我们自己假装黑帮助豫章修身学院说话的人。[无语]
比如，我十分讨厌你们假装正义，一个个没有半点能耐，豫章修身学院并没有做错，打是亲骂是爱，棍棒底下出孝子，吴军豹和教官大人也是为学生好。教育学生打人怎么算打人呢。
PS 事实上，我也并不想自己恶心自己，但是可以想象到接下来舆论扩散，相关的吴等人一定会花钱买水军扭曲事实。小伙伴们，那我们就自己来做自来水，这年头高级黑我们谁不会做，阴阳人说怪话，只要热度起来我们目标就实现了。
④温柔和其他UP能做的都做了。我自己也只能发发评论，点赞三连，我个人没有才能也不会写文章，但是我相信B站一定会有更有能力的朋友们关注到温柔，了解豫章修身学院黑暗的面目。类似于舆论扩散娱乐大众的问题就交给你们了，让我们开动脑筋，打破僵持的局面，一起护主热度的火苗。加油！[支持]【转】
【复制粘贴，建议大家行动起来】",2020-01-18 11:29:18
AV84013144,2020-01-18 21:39:09
"尊敬的总理
           您好 
                 江西南昌豫章书院修身教育专修学校事件，近期有很多网民在持续关注此事，希望政府能尽快解决此事，危及多数学生生命安全，帮助该校学生曝光此事的志愿者也一直受到他人生命威胁。如果此事淡出大家视线被淡忘那么这些志愿者可能付出生命的代价 不知道是什么在背后压这个事件 但是能做到的我们都尽力了 望您能关注并且救一下这些志愿者       星星之火可以燎原 诸如此类的举报信息会有很多 只求您能还此事一个正义
--------分界线-------------
距离全国两会也不远了，大家有空来写一封信吧，让国家重视这多一封留言 国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm（转发）",2019-12-05 19:38:48
up主你好，我也是一个最近一段时间以来致力于豫章书院事件的小up，最近我写了一篇5000多字的论文，题目是《论豫章书院为什么要不断迫害志愿者们》，我在这篇文章里详细叙述了豫章书院迫害志愿者的动机及其收买新浪等媒体的污秽事实。我在今日头条上发表了这篇文章，但没有通过审核，今日头条给我的退稿理由是“涉及时政，不予通过”。于是，我就在b站专栏上发表了这篇文章，但发现影响力太小，到目前为止阅读量只有1。所以我想请温柔大大与评论区的各位帮忙看一下我这篇文章，并告诉我哪里可以发布这个以及类似的文章。同时也希望大家可以去看一看我写的这篇文章的内容，并转发给更多人，让更多人知道和了解这件事的恶劣！,2019-11-16 22:30:17
"初中时，这类学校的广告出现在电视上。
广告标语是：纠正早恋，网瘾，行为不良
我妈当时洗完菜从厨房走了出来，看见这广告眉头一皱
“只有无能的父母，才会把孩子送去给别人去管教。”支持up",2019-11-16 09:20:36
我们班主任也说过类似的“对犯错的学生只会劝退的老师，是无能的”,2019-11-16 10:00:51
"顶我上去！
现豫章书院地址出来了（黑客大佬的力量）地址: 江西省南昌市江西省南昌市新建县工业大道268号(乘坐238；219路公交到工业三路口站下即可)，南昌朋友可以去看看真假：
借下楼，转自B站",2019-11-11 17:00:22
证据不足证据不足每次都是证据不足，我真的不懂证据要多少才足够，是要所有的学生都想要自杀吗？还是要所有志愿者以及一些“碍事的人”被逼的自杀？既然有了法律，为什么不监察到底？还是说法律只是某些人的特权！若不是，国家为何不坚持打击这些打着关爱学生旗帜的“好学校”？我也不懂那些“好学校”里面的教官以及校长，他们有没有设身处地的想过，若他们的孩子被送到了这样一个学校。也是，也许人家有足够强大的后台，强大到法律无法阻止，国家无法干涉。“我们是人民当家做主的社会主义国家”我们在初中时一遍又一遍的背着这个，可又为什么不能打击这些邪恶之徒？！还是说，我们实际上还是特权至上？既然这样，我们为什么不能恢复君主专制统治呢？反正都是特权之上，对吧🙃,2020-03-31 20:21:24
我们真的不想要别的，我们只是希望让那些孩子们能平平安安快快乐乐，可这个愿望真的有那么难吗？,2020-03-31 20:23:34
"各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。
愿世间所有善良都能被温柔以待，
望世间所有等待皆能够如期而至。）各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。
愿世间所有善良都能被温柔以待，
望世间所有等待皆能够如期而至。）
（复制粘贴）",2020-03-31 20:15:21
"各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。",2020-03-31 17:31:53
https://b23.tv/BV1964y1M7Qc看看这位up主的视频,2020-03-31 17:32:42
"各位请注意:
现在豫章书院已经更名为堂渊文文化公司，毕竟法人都是吴君豹，虽然改了名字，但是这个公司本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！
(另外关于豫章书院志愿者的被威胁情况，希望大家能够给予帮助，不让这件事的热度流失得太快。
愿世间所有善良都能被温柔以待，
望世间所有等待皆能够如期而至。）",2020-03-31 14:21:05
有个叫深圳玉成心理咨询有限公司（玉成教育）的，但却在东莞，请大家举报！这也是个和豫章书院一样的所谓的戒网瘾黑学校，殴打孩子，给孩子洗脑，并且没有任何教学资质，近期他们正在努力洗白在各地讲座，试图拉进更多孩子去受害！,2020-03-21 11:46:05
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足以成为光之巨人！！（麻烦大家复制一下，拜托了,2020-03-17 21:02:31
"11月6日凌晨00:14
小破站“豫章书院”热度第一了[爱心][爱心][爱心]",2019-11-06 00:15:18
其实很恐怖，我觉得家长也是有很大责任的，我觉得完好的家庭教育，想教出有网瘾的孩子都难……家庭教育太重要了，家长不自己教好，反而交给学校，我觉得应该不是没有学生和家长反应，估计家长大多数不信，这真是一种悲哀，宁愿相信外人也不相信自己的孩子。我觉得你打算生孩子，你就得对你的孩子负责，对社会负责，这种负责并不是说只需要提供良好的物质条件就行的。我的成长中，父母参与的痕迹很少，他们其实没有教给我什么做人的道理，我小学初中高中常年住校，感谢学校的老师和生活老师的教育，没让我长歪。最后，希望以后的某一天，做父母、生孩子也需要考核……此外，做单身狗真好，说实话我对以后要不要生孩子没有什么想法，刨去个人原因，我都不知道我能不能把他教好。希望每个孩子，都过得好好的。,2019-11-04 21:57:52
为众人抱薪者不可使其冻毙于风雪。,2019-11-03 13:31:21
"豫章书院和杨永信是sb
我话说完，谁赞成？谁反对？",2019-11-02 10:18:36
我反对 请你不要侮辱sb,2019-11-02 10:32:54
回复 @伊达豚鼠 :piapia👊,2019-11-02 16:40:15
我也是这种学校的受害者！长沙市长沙县春华镇百熙村长沙志和素质教育学校也是这种类型的学校！我就是受害者！现在这个学校还有80多名学生，而且成年人也抓！我就是一个成年的受害者！被父母抓进去！,2019-11-02 08:48:25
全国有多少这样的学校没人知道，广东阳江鸡山学校（军事化管理）  封闭式学校，一个月放一次假（可以留宿，每次假期5天） 学校自称教官教练都是练散打的（体罚还是虐待？）  我只去过一个月不到就退学，我亲眼所见，刚开学的那天晚上 ，就有高级生（学校教小学到初三）不满收手机被两个教官殴打，扫把棍实心的  硬生生打断两根（自行脑补）  第二天开始宿舍检查（我班主任声称限制学生每月的零花钱每个星期30～50，看班主任心情发）又有几个学生被搜出手机和超过限额的钱（禁止带手机，第一天各班班主任就说了） 然后操场挨打  新生（每期都有新生不管什么年级）有人想反抗  结果一起打  8个教官打10来个学生  不管你是头部还是肚子  都打  全部反抗和犯错的学生都被打趴了  操场一摊血（我们班负责打扫）  还是当着全校师生面前打的  我们班主任说他们学校的教官个个都是散打王，后面几天还是有几个不懂事的犯错被打，我们班上课的时候有几个人课堂开小差  说话  ，被老师拉出去用扫把打，打完两个就累了喊我们学生帮他打剩下的（让我们学生之间的感情碎裂的意思吧可能）  谁打轻谁跟着受罚，再说说交钱，1500杂物费 500住宿费 学费一期5000  每个月想给零花钱就要家长自行给班主任 然后班主任发  一个星期一次（和上面热评老哥差不多）  然后班主任如果收红包  和那些没给红包的对待你们应该自己清楚  我妈封了500还有一条玉溪给我们班主任   我自身看清情况  我也没犯什么错  这一个月我也没受过什么罚  可是有些还不知道什么情况的学生  可没被少打   我还在学校的那一个月  天天有人被打， 但我们没什么小黑屋 只是要其他学生不要管那些被体罚过的学生  不能帮他们拿饭装水等等  学校也不准逃跑  抓到 你这个月可能躺在医护室过  我语音表达能力有限 只能说到这了,2019-11-02 05:41:41
希望事件完美解决，也希望中国的影视行业像韩国一样无所畏惧把这些真实事件给拍出来，热度高了，造成社会影响，这些个地狱学校也就都禁止了，up主加油，相信正义迟早会到来,2019-10-30 14:28:20
拉倒吧，还真有信韩国电影的？你告诉我韩国电影拍了一堆哪个改了？熔炉法是有了，但是这类案件少了么？作恶的资本我行我素。玩物也拍了，结果呢？要知道韩国是只拍不改的,2019-10-31 10:07:25
记得小时候父母说过谁家的孩子被送去文武学校回来后有多乖，这些个家长也知道学校里不听话会挨打，只是没想过在里面是这么个地狱般的生活，好像也威胁过我弟说要让他去文武学校好好教育，很庆幸他们只是说说而已，否则后果不堪设想,2019-10-30 14:34:20
我记得原先在初中的时候染上了烟瘾   然后被父母送到了  邵阳桃花某某学校   我记得最难受的就是各种晚上的举报   被你信任的人举报  是真的很难受   受罚就是中午  只能吃白饭  晚上还要不准穿鞋  要走一个晚上的路  第一天  我直接就脚底起血疮  那段时间  我差点就想吞钉子死了算了,2019-10-30 05:57:30
回复 @天天晴天小猪 :还好吧  各过各的,2019-11-01 14:27:05
报警啦,2019-11-02 20:27:15
我虽然知道局座已经退休了，不该让局座再为了网友的事情多操心，但是，局座已经是我在B站唯一知道的‘大人物’了。@张召忠,2019-11-01 22:20:32
现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！,2019-11-01 21:43:38
前来纠正，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！,2019-11-06 12:43:30
我写文案的时候，其实有写天眼查被警告，但是具体是什么情况我不知道，我不敢说，所以后来我把那段剪了。想了解情况的，可以看天眼查这条微博：https://m.weibo.cn/5690608944/4433051113424098,2019-11-01 18:18:54
在美国 恐怕就是20个学生组团开始随机无差别枪击了,2019-11-01 17:47:11
距离全国两会也不远了，大家有空来写一封信吧，让国家重视这类事件。多一封留言，国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm,2019-11-01 16:30:16
"在杨永信很火的那段时间，我曾经问过妈妈如果我和她吵架了，会不会把我送去，以及她是怎么看待被送去的孩子与父母的。
妈妈说，不会，她不舍得。
并且妈妈她第一反应不是孩子的问题，是家长。
真正懂得教育孩子，爱孩子的人不可能会将亲生孩子送进那种地方。
只有失败的父母才会，更何况，连自己都不忍心打的孩子，被他人虐待殴打，这怎么可能让一个身为父母的人接受。
这是妈妈的原话。
妈妈还说，一个父母如果在这方面都做不到为人父母，又怎么能指望儿女在未来敬孝。
我的妈妈真的很好，我也很幸运。
如果可以我也希望能帮助他们。",2019-11-01 09:02:19
看完了，感觉很渺茫，主犯要进去早进去了，现实依然残酷[小电视_嘟嘴]正义的后面没有武力，那也只是个口号[小电视_嘟嘴],2019-10-31 23:33:22
这个视频限流了，控弹了,2019-10-31 18:50:08
视频在就行，热度我们来接力,2019-10-31 20:04:02
小破站热门没了，但排行榜第一还是这个视屏，外界给压力了啊，,2019-10-31 12:30:17
我当时跟我妈说杨永信的事，我妈第一反应“网瘾还能上医院戒？不是多打几顿就好了吗？”,2019-10-30 21:50:16
哈哈哈，你家长打你几顿，总比去见杨永信要好,2019-10-30 22:03:09
现在跟家长关系如何？,2019-11-01 01:08:59
摸摸头,2019-10-30 06:03:02
"看完这个视频我是真的哭了，我十分敬佩你与那些可爱勇敢的志愿者们，你们是最棒的，加油！加油！
我很庆幸我看到了这个视频，自己可以成为支持你们千万力量中的一份。我相信，互联网不仅仅是键盘侠的天地，还是一群正直侠士的天地，他们是许多的，请你们勇敢自信，因为你们后面有许多人，现在有许多人支持着你们。我也对你们曾默默的付出感到感激，这是因为社会上有了你们，才会有这样美好的日子。
加油！加油！！加油！！！👍👍👍",2019-10-29 22:26:51
不要放弃，你们需要帮忙吗？我是新闻学的学生,2019-10-29 23:22:54
……歪歪斜斜的每页上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”！,2020-05-09 12:49:04
草鲁迅名言草,2020-05-10 08:42:59
教育的病让游戏背锅，还有一堆家族支持杨永信一类人，殊不知家长所支持的所谓正义是惨无人道的虐待儿童，这就是现在的教育。,2020-05-05 10:15:01
这么黑暗了吗？为何盛世繁华的现在竟无人主持公道，难道我们在和神仙对线？,2020-05-04 15:45:45
鲁迅先生，快有一百年了，他们还在吃人啊,2020-04-15 07:13:44
"2020年4月11日，还在关注！
请温柔保护好自己！",2020-04-11 21:57:26
我把这事跟好多同事说过他们的年龄比我大好多是父母的年龄但他们的看法是举报人活该父母愿意你管什么管最好的态度就是平平淡淡说不应该管不在意我跟他们解释接发说事实但大体的看法还是父母乐意就可以了我好难过我不要怎么样他们都是个好人怎么这件事连谁是好人都分不清了那也许我不是父母跟他们少了20多年的磨练现在的心情说不好就是难过,2020-04-08 12:33:50
下次说话带标点行吗[黑洞],2020-04-08 17:42:25
"现在出现了更大的事...看看这个，能帮一把是一把
av83765790",2020-01-19 14:36:05
视频不见了,2020-02-11 17:22:47
把孩子囚禁在一个封闭的环境里，不能接收外界的任何信息，持续长达数月乃至数年，这难道真的是对孩子最好的教育吗？自己教育不好就交给工读学校，这种家长也是有问题的，这就是中国目前的教育现状，普通学校读不下去就去读工读性质学校？？？,2020-01-19 06:44:19
我知道在别的up发别人的视频不好，但还是要发，大家看一下[大哭]，他被限流了，和豫章书院差不多的事，背后有势力，我们不能输，av83765790,2020-01-19 03:37:56
"记得暴走大事件的第四季，王尼玛批判一个叫做豫章书院的地方，打着“戒网瘾”和“让孩子听话”的旗号，虐待孩子，王尼玛说过的下面一段话让我记忆犹新：
  
         假如有一天，你老了，走不动了，坐在屋子里怀念着青春年华时，突然一群大汉闯了进来，把你架起来，你的儿子手里拿着一张像是合同的东西，含着泪签了字。然后你就被送进了“养老书院”，在这里，你每天要背三千字的育儿经，背错一个字就用榔头敲一下大腿。你的三餐分别只有一个核桃，这是为了平衡膳食（不知道对不对），你每次大小便失禁，拉出来 的 尿 都让你喝下去，这是为了治疗你的糖尿病。有一天，养老书院被媒体曝光了，你的儿女却早已成为他们的走狗，为书院辟谣，。真到了那时候，你不要怨，这是爱！（转）",2020-01-01 20:39:35
。。。,2019-10-30 21:57:37
无语凝噎,2019-10-30 21:57:51
他们心境变了,2020-04-09 01:17:01
南昌不止一家这种学校 我进去过两个月 忘了叫什么名字  里面的生活巨惨,2020-04-04 22:31:48
我是属于心理素质很强的那种 现在都当笑话来讲 但是那些和我同一时期的人真的惨 出去不是抑郁就是心理崩溃,2020-04-04 22:38:28
第一天反抗后被 宿舍教官爆干  打到全身散架 还好我是男的 真想不到那些妹子怎么过来的,2020-04-04 22:35:30
好像叫鸿..什么的学校,2020-04-04 22:32:21
兰州西固有两家那样的学校，我都进去过第一个是在甘肃兰州西固很偏僻的一个西瓜种植基地，我呆了一个月就走了，第二个是在兰州一个村子里，我呆了三周，合同一个15岁的战友跑了，现在我是一名学习电竞的留学生，以上均为事实，希望兰州附近的注意一下，兰州华道教育学校,2020-04-03 11:01:10
请大家注意一下QQ群号:953325429，他们是假的，里面有假温柔，管理还辱骂温柔以及子沐。请大家广泛转发，传播别让人受骗了！让更多的人知道这件事！谢谢大家了！,2020-04-02 17:11:00
封了吧,2020-04-02 18:10:29
所谓的网瘾在现在的时代来看真的叫瘾吗？时代根据科技进步改变人们的生活方式，儿年轻的孩子思维活跃，是最容易接受互联网这样的东西，也会不断挖掘出互联网的乐趣。但这就挑战了父母那一代的极其传统愚昧的观念，人们对新鲜事物都抱有恐惧心理，觉得喜欢上网就是病，就是瘾！但是现在的眼光来看，互联网创造的价值是颠覆世界的，改变世界的。别说孩子，现在有几个不天天抱着手机玩的？那些父母你们每天上多久网？微信玩不玩抖音耍不耍，看不看爱奇艺？分不分享到那些不转不是中国人那类的公众号文章？现在50、60岁的老人都在上网，请问，你们是不是也有网瘾？是不是也该戒一下？家长们现在还觉得喜欢上网是一种病吗？真的的问题是大部分家长已经停止学习，永远停留在你们所希望的那个年代和观念，最后和新时代下的孩子和科技产生水土不服，造就了畸形的孩子和畸形的行业。,2020-03-29 22:06:53
证据不足，证据不足，为什么总证据不足?唉 我就是个小人物，祝你们加油吧！,2020-03-25 13:40:59
加油,2020-02-29 19:06:55
"愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光。就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。
如若今后没有炬火，你便是唯一的光。
                                                     ―鲁迅
狂人日记中说过人吃人",2020-02-23 14:50:50
"以前在B站看到过直到豫章书院名字的视频 ，但是我从未打开过。直到今天我看了系列的视频之后，才发现这背后竟然隐藏着这么多的事情。感谢那些为了寻求光明而一直做出自己努力的温柔君们，虽然你们的力量是微小的，但是至少多一人看到这件事情，那么至少有一人在未来会免受伤害。同时也感谢为这件事情做出无限努力的志愿者们，是你们让世界多了一份光明，少了一分阴霾。你们为了这件事情付出了太多，承受了太多不该承受的。感谢你们的付出。
同时我也从未有一刻庆幸我一直使用着B站。谢谢B站一直以来的支持。我能做的很少，那就一直使用B站，并将它推广给周围的小伙伴。
正义也许会来迟，但终究会来的。",2020-02-14 20:47:13
"一天，几个骗子来到一所戒网瘾学校的大门口前，对那里的负责人说：“您好，我们是来学你们利用别人心理进行欺骗的技术的”
那所学校的负责人却说：“我们从来都不会利用家长的心理欺骗他们，我们都是让家长自己把孩子送这里的！”
那几个骗子连忙说道：“对对对，我们就是想学这个！！”",2020-01-27 19:24:09
事先声明我只是一个普通人，但是我认为这件事做的有点冲动了，不过既然做了，我一定支持，虽然帮不上忙，顶一下也是好的,2020-01-26 17:21:42
"1.豫 盖 弥 章：用于形容黑恶势力越想掩盖罪行，暴露地越明显
2.我们俩无冤无仇：用于带恶人继续加害前的宣言，可简写为“无 冤 无 仇”
3.我在群里有截图：用于带恶人准备反咬一口的标志（可以自行发挥，将“群”“截图”改成别的）
4.摸你屁股：带恶人面对正义势力时愚蠢的报复行为
5.有哪个学生想死啊：带恶人の死亡威胁
6.战术录像：指吴军豹看似用手机录像，实则只是用手机勉强遮挡自己不忍直视的臭脸
7.豹起发难：指不能放纵恶人销声匿迹，否则他就会在两年后突然跳出来伤人
8.豹仇雪恨：指受害者以制裁吴军豹为目标的斗争行为
9.棺中窥豹：吴军豹biss，所以我们将来只能看见棺中的它
10.舅不救你：讽刺坐看受害者被wjb威胁的舅舅是屑
11.战术饶舌：吴军豹为了诡辩否认罪行而说出“知道就知道不知道就不知道”的憨憨绕口令
12.除豹安良：消灭吴军豹，安抚人民
13.一顿豹揍：形容击打力度就像人民群众暴打吴军豹一样猛烈，被打的太惨了
14.豹跳如雷：指吴军豹跳出来像当年雷电法王一样作恶
15.一豹还一报：指吴军豹一定会遭到报应
16.三吴产品：指戒尺，龙鞭，小黑屋（来自@执事们的沉默）
17.开网吧的转行了：吴军豹之生平，我素有所知（来自@豫章狗托）
18.自瞄豹头：卢老爷认为玩游戏要笑，可是wjb让学生们玩游戏笑不出来。于是卢老爷为了打败wjb解封了外挂的禁忌力量——自瞄爆头
19.吴琐事事：吴军豹太猥琐，除了欺负学生没有别的事可干（来自@执事们的沉默）
20.吴言以对：指水军用吴军豹的歪理邪说当武器（来自@执事们的沉默）
21.吴事生非：指像wjb一样胡作非为（来自@狐fan灯火阑珊）
22.豫豫寡欢：指进过豫章书院的学生受到荼毒，患上抑郁
23.吴屑可击：wjb太屑了以致于面对它我们甚至一时拿不出办法
24.森田疗法：用于反讽关禁闭行为
25.吴名火气：指因为wjb恶行而产生的怒火
26.有辱菌微：指水军倒戈，有辱吴军豹“微”名（来自@执事们的沉默）
27.吴所逝世：吴军豹去世了
28.吴冤吴仇：看似无冤无仇，实则都是对吴军豹的仇恨（来自@燒火工）
29.吴fuck说：指吴军豹没有正常价值观（来自@执事们的沉默）
30.瞅你章的：说一个人长得和豫章书院一样（来自@执事们的沉默）转",2019-12-10 13:08:24
"谁说豫章书院一无是处了?
拿来关港独废青岂不是双赢[doge]",2019-11-19 18:15:53
再用杨永信与无菌包中和一下,2019-11-19 19:02:53
负负得正[doge]别这样,2019-11-19 18:20:07
昨天的作文课写了关于豫章书院的事，老师已经给我推荐投稿了，希望能为被虐待的孩子们一点帮助，哪怕一点点,2019-11-16 10:29:38
好像就剩b站还有这个事，微博瞬间消失的热搜，有丶东西,2019-11-14 21:44:35
↓打吴君豹的人数,2019-11-10 13:36:33
B站会给我推豫章合集，对比下就知道微博是有多恶心[嫌弃],2019-11-08 12:42:22
就是因为这样我才不用微博那垃圾,2019-11-08 12:48:18
"小时候看迪迦奥特曼，看迪迦倒下时，所有人将自己的一份光带给了他，迪迦因此才能击溃邪徒，拯救世界。
小时候的我在电视机前，悲伤于自己没法作为，实在是变成不了光去给英雄力量。
可是现在，恶鬼在人间猖狂作恶，我却能和众人合力让恶鬼接受人间秩序的制裁。一角黑云得以破开，这其中的功劳就有我化作的一点光。
我到底圆了儿时的梦，这一年的今天，我变成了光。",2019-11-08 12:36:05
（转发的，请那些不想涉猎此事的杠精和吃瓜群众看看！）在德国，起初他们追杀共产主义者，我没有说话——因为我不是共产主义者；   接着他们追杀犹太人，我没有说话——因为我不是犹太人；   后来他们追杀工会成员，我没有说话——因为我不是工会成员；   此后他们追杀天主教徒，我没有说话——因为我是新教教徒；   最后他们奔我而来，却再也没有人站出来为我说话了。[黑洞],2019-11-07 22:12:53
